癤�Area	Line	Station	Date(YYYY-MM-DD)	Latitude	Longitude	Vertical change chart	Depth(m)	Water Temperature(℃)	T QC flag	Salinity(psu)	S QC flag	DO(ml/L)	D QC flag	QC Level	PO４(μmol/L)	NO２(μmol/L)	NO３(μmol/L)	SiO２(μmol/L)	pH	Water Transparency(m)	Baro(hPa)	Research Vessel
East Sea	102	09	2024-06-19 01:22	36.0767	130.615	Chart	50	16.2	2	34.45	2		2	0							999	TAMGU 3
East Sea	102	09	2024-06-19 01:22	36.0767	130.615	Chart	75	14.2	2	34.45	2		2	0							999	TAMGU 3
East Sea	102	09	2024-06-19 01:22	36.0767	130.615	Chart	100	11.3	2	34.31	2		2	0							999	TAMGU 3
East Sea	102	09	2024-06-19 01:22	36.0767	130.615	Chart	125	9.8	2	34.21	2		2	0							999	TAMGU 3
East Sea	102	09	2024-06-19 01:22	36.0767	130.615	Chart	150	8.7	2	34.16	2		2	0							999	TAMGU 3
East Sea	102	09	2024-06-19 01:22	36.0767	130.615	Chart	200	4.3	2	34.05	2		2	0							999	TAMGU 3
East Sea	102	09	2024-06-19 01:22	36.0767	130.615	Chart	250	2.3	2	34.04	2		2	0							999	TAMGU 3
East Sea	102	09	2024-06-19 01:22	36.0767	130.615	Chart	300	1.5	2	34.05	2		2	0							999	TAMGU 3
East Sea	102	09	2024-06-19 01:22	36.0767	130.615	Chart	400	1.0	2	34.05	2		2	0							999	TAMGU 3
East Sea	102	09	2024-06-19 01:22	36.0767	130.615	Chart	500	0.8	2	34.06	2		2	0							999	TAMGU 3
East Sea	102	10	2024-02-29 22:53	36.0767	130.9183	Chart	0	13.9	2	34.44	2		2	0							1,001	TAMGU 3
East Sea	102	10	2024-02-29 22:53	36.0767	130.9183	Chart	10	13.9	2	34.45	2		2	0							1,001	TAMGU 3
East Sea	102	10	2024-02-29 22:53	36.0767	130.9183	Chart	20	13.9	2	34.45	2		2	0							1,001	TAMGU 3
East Sea	102	10	2024-02-29 22:53	36.0767	130.9183	Chart	30	13.9	2	34.45	2		2	0							1,001	TAMGU 3
East Sea	102	10	2024-02-29 22:53	36.0767	130.9183	Chart	50	11.6	2	34.34	2		2	0							1,001	TAMGU 3
East Sea	102	10	2024-02-29 22:53	36.0767	130.9183	Chart	75	11.2	2	34.32	2		2	0							1,001	TAMGU 3
East Sea	102	10	2024-02-29 22:53	36.0767	130.9183	Chart	100	8.8	2	34.20	2		2	0							1,001	TAMGU 3
East Sea	102	10	2024-02-29 22:53	36.0767	130.9183	Chart	125	5.1	2	34.02	2		2	0							1,001	TAMGU 3
East Sea	102	10	2024-02-29 22:53	36.0767	130.9183	Chart	150	3.7	2	34.05	2		2	0							1,001	TAMGU 3
East Sea	102	10	2024-02-29 22:53	36.0767	130.9183	Chart	200	2.2	2	34.03	2		2	0							1,001	TAMGU 3
East Sea	102	10	2024-02-29 22:53	36.0767	130.9183	Chart	250	1.6	2	34.03	2		2	0							1,001	TAMGU 3
East Sea	102	10	2024-02-29 22:53	36.0767	130.9183	Chart	300	1.4	2	34.04	2		2	0							1,001	TAMGU 3
East Sea	102	10	2024-02-29 22:53	36.0767	130.9183	Chart	400	1.0	2	34.05	2		2	0							1,001	TAMGU 3
East Sea	102	10	2024-02-29 22:53	36.0767	130.9183	Chart	500	0.8	2	34.06	2		2	0							1,001	TAMGU 3
East Sea	102	10	2024-04-18 01:50	36.0767	130.9183	Chart	0	16.3	2	34.50	2		2	0							966	TAMGU 3
East Sea	102	10	2024-04-18 01:50	36.0767	130.9183	Chart	10	16.3	2	34.49	2		2	0							966	TAMGU 3
East Sea	102	10	2024-04-18 01:50	36.0767	130.9183	Chart	20	15.5	2	34.49	2		2	0							966	TAMGU 3
East Sea	102	10	2024-04-18 01:50	36.0767	130.9183	Chart	30	14.5	2	34.50	2		2	0							966	TAMGU 3
East Sea	102	10	2024-04-18 01:50	36.0767	130.9183	Chart	50	13.4	2	34.48	2		2	0							966	TAMGU 3
East Sea	102	10	2024-04-18 01:50	36.0767	130.9183	Chart	75	12.6	2	34.44	2		2	0							966	TAMGU 3
East Sea	102	10	2024-04-18 01:50	36.0767	130.9183	Chart	100	11.2	2	34.35	2		2	0							966	TAMGU 3
East Sea	102	10	2024-04-18 01:50	36.0767	130.9183	Chart	125	8.8	2	34.24	2		2	0							966	TAMGU 3
East Sea	102	10	2024-04-18 01:50	36.0767	130.9183	Chart	150	4.1	2	34.07	2		2	0							966	TAMGU 3
East Sea	102	10	2024-04-18 01:50	36.0767	130.9183	Chart	200	1.7	2	34.04	2		2	0							966	TAMGU 3
East Sea	102	10	2024-04-18 01:50	36.0767	130.9183	Chart	250	1.3	2	34.05	2		2	0							966	TAMGU 3
East Sea	102	10	2024-04-18 01:50	36.0767	130.9183	Chart	300	1.0	2	34.05	2		2	0							966	TAMGU 3
East Sea	102	10	2024-04-18 01:50	36.0767	130.9183	Chart	400	0.8	2	34.06	2		2	0							966	TAMGU 3
East Sea	102	10	2024-04-18 01:50	36.0767	130.9183	Chart	500	0.7	2	34.06	2		2	0							966	TAMGU 3
East Sea	102	10	2024-06-18 23:39	36.0767	130.9183	Chart	0	22.0	2	34.24	2		2	0							999	TAMGU 3
East Sea	102	10	2024-06-18 23:39	36.0767	130.9183	Chart	10	21.4	2	34.31	2		2	0							999	TAMGU 3
East Sea	102	10	2024-06-18 23:39	36.0767	130.9183	Chart	20	18.7	2	34.40	2		2	0							999	TAMGU 3
East Sea	102	10	2024-06-18 23:39	36.0767	130.9183	Chart	30	16.8	2	34.40	2		2	0							999	TAMGU 3
East Sea	102	10	2024-06-18 23:39	36.0767	130.9183	Chart	50	14.7	2	34.44	2		2	0							999	TAMGU 3
East Sea	102	10	2024-06-18 23:39	36.0767	130.9183	Chart	75	10.8	2	34.25	2		2	0							999	TAMGU 3
East Sea	102	10	2024-06-18 23:39	36.0767	130.9183	Chart	100	9.4	2	34.18	2		2	0							999	TAMGU 3
East Sea	102	10	2024-06-18 23:39	36.0767	130.9183	Chart	125	8.5	2	34.16	2		2	0							999	TAMGU 3
East Sea	102	10	2024-06-18 23:39	36.0767	130.9183	Chart	150	6.6	2	34.09	2		2	0							999	TAMGU 3
East Sea	102	10	2024-06-18 23:39	36.0767	130.9183	Chart	200	3.3	2	34.05	2		2	0							999	TAMGU 3
East Sea	102	10	2024-06-18 23:39	36.0767	130.9183	Chart	250	1.7	2	34.05	2		2	0							999	TAMGU 3
East Sea	102	10	2024-06-18 23:39	36.0767	130.9183	Chart	300	1.3	2	34.05	2		2	0							999	TAMGU 3
East Sea	102	10	2024-06-18 23:39	36.0767	130.9183	Chart	400	0.9	2	34.05	2		2	0							999	TAMGU 3
East Sea	102	10	2024-06-18 23:39	36.0767	130.9183	Chart	500	0.8	2	34.06	2		2	0							999	TAMGU 3
East Sea	103	00	2024-02-29 09:20	36.505	129.4833	Chart	0	11.3	2	34.26	2		2	0						7.8	1,011	TAMGU 3
East Sea	103	00	2024-02-29 09:20	36.505	129.4833	Chart	10	11.3	2	34.27	2		2	0						7.8	1,011	TAMGU 3
East Sea	103	00	2024-02-29 09:20	36.505	129.4833	Chart	20	11.2	2	34.33	2		2	0						7.8	1,011	TAMGU 3
East Sea	103	00	2024-02-29 09:20	36.505	129.4833	Chart	30	11.1	2	34.33	2		2	0						7.8	1,011	TAMGU 3
East Sea	103	00	2024-02-29 09:20	36.505	129.4833	Chart	50	11.0	2	34.32	2		2	0						7.8	1,011	TAMGU 3
East Sea	103	00	2024-02-29 09:20	36.505	129.4833	Chart	75	6.8	2	34.09	2		2	0						7.8	1,011	TAMGU 3
East Sea	103	00	2024-04-17 11:01	36.505	129.4833	Chart	0	15.0	2	34.25	2		2	0						7	1,000	TAMGU 3
East Sea	103	00	2024-04-17 11:01	36.505	129.4833	Chart	10	14.0	2	34.32	2		2	0						7	1,000	TAMGU 3
East Sea	103	00	2024-04-17 11:01	36.505	129.4833	Chart	20	10.1	2	34.35	2		2	0						7	1,000	TAMGU 3
East Sea	103	00	2024-04-17 11:01	36.505	129.4833	Chart	30	5.5	2	34.12	2		2	0						7	1,000	TAMGU 3
East Sea	103	00	2024-04-17 11:01	36.505	129.4833	Chart	50	3.1	2	34.03	2		2	0						7	1,000	TAMGU 3
East Sea	103	00	2024-04-17 11:01	36.505	129.4833	Chart	75	2.3	2	34.04	2		2	0						7	1,000	TAMGU 3
East Sea	103	00	2024-06-18 11:28	36.505	129.4833	Chart	0	21.2	2	33.94	2		2	0						9	1,004	TAMGU 3
East Sea	103	00	2024-06-18 11:28	36.505	129.4833	Chart	10	15.7	2	34.16	2		2	0						9	1,004	TAMGU 3
East Sea	103	00	2024-06-18 11:28	36.505	129.4833	Chart	20	11.0	2	34.35	2		2	0						9	1,004	TAMGU 3
East Sea	103	00	2024-06-18 11:28	36.505	129.4833	Chart	30	9.3	2	34.29	2		2	0						9	1,004	TAMGU 3
East Sea	103	00	2024-06-18 11:28	36.505	129.4833	Chart	50	4.9	2	34.06	2		2	0						9	1,004	TAMGU 3
East Sea	103	00	2024-06-18 11:28	36.505	129.4833	Chart	75	3.2	2	33.99	2		2	0						9	1,004	TAMGU 3
East Sea	103	04	2024-02-29 09:38	36.505	129.5017	Chart	0	11.1	2	34.32	2		2	0						11.3	1,012	TAMGU 3
East Sea	103	04	2024-02-29 09:38	36.505	129.5017	Chart	10	11.1	2	34.32	2		2	0						11.3	1,012	TAMGU 3
East Sea	103	04	2024-02-29 09:38	36.505	129.5017	Chart	20	11.1	2	34.32	2		2	0						11.3	1,012	TAMGU 3
East Sea	103	04	2024-02-29 09:38	36.505	129.5017	Chart	30	11.1	2	34.32	2		2	0						11.3	1,012	TAMGU 3
East Sea	103	04	2024-02-29 09:38	36.505	129.5017	Chart	50	11.0	2	34.32	2		2	0						11.3	1,012	TAMGU 3
East Sea	103	04	2024-02-29 09:38	36.505	129.5017	Chart	75	9.0	2	34.16	2		2	0						11.3	1,012	TAMGU 3
East Sea	103	04	2024-02-29 09:38	36.505	129.5017	Chart	100	4.0	2	34.01	2		2	0						11.3	1,012	TAMGU 3
East Sea	103	04	2024-04-17 11:20	36.505	129.5017	Chart	0	15.3	2	34.19	2		2	0							1,000	TAMGU 3
East Sea	103	04	2024-04-17 11:20	36.505	129.5017	Chart	10	14.4	2	34.26	2		2	0							1,000	TAMGU 3
East Sea	103	04	2024-04-17 11:20	36.505	129.5017	Chart	20	11.1	2	34.34	2		2	0							1,000	TAMGU 3
East Sea	103	04	2024-04-17 11:20	36.505	129.5017	Chart	30	7.2	2	34.27	2		2	0							1,000	TAMGU 3
East Sea	103	04	2024-04-17 11:20	36.505	129.5017	Chart	50	3.2	2	34.05	2		2	0							1,000	TAMGU 3
East Sea	103	04	2024-04-17 11:20	36.505	129.5017	Chart	75	2.5	2	34.03	2		2	0							1,000	TAMGU 3
East Sea	103	04	2024-04-17 11:20	36.505	129.5017	Chart	100	1.8	2	34.04	2		2	0							1,000	TAMGU 3
East Sea	103	04	2024-06-18 11:52	36.505	129.5017	Chart	0	20.3	2	33.94	2		2	0						11.3	1,004	TAMGU 3
East Sea	103	04	2024-06-18 11:52	36.505	129.5017	Chart	10	15.9	2	34.14	2		2	0						11.3	1,004	TAMGU 3
East Sea	103	04	2024-06-18 11:52	36.505	129.5017	Chart	20	11.0	2	34.35	2		2	0						11.3	1,004	TAMGU 3
East Sea	103	04	2024-06-18 11:52	36.505	129.5017	Chart	30	9.9	2	34.30	2		2	0						11.3	1,004	TAMGU 3
East Sea	103	04	2024-06-18 11:52	36.505	129.5017	Chart	50	5.8	2	34.14	2		2	0						11.3	1,004	TAMGU 3
East Sea	103	04	2024-06-18 11:52	36.505	129.5017	Chart	75	3.3	2	33.99	2		2	0						11.3	1,004	TAMGU 3
East Sea	103	04	2024-06-18 11:52	36.505	129.5017	Chart	100	2.7	2	33.99	2		2	0						11.3	1,004	TAMGU 3
East Sea	103	05	2024-02-29 10:12	36.505	129.59	Chart	0	11.4	2	34.27	2		2	0						14	1,010	TAMGU 3
East Sea	103	05	2024-02-29 10:12	36.505	129.59	Chart	10	11.4	2	34.28	2		2	0						14	1,010	TAMGU 3
East Sea	103	05	2024-02-29 10:12	36.505	129.59	Chart	20	11.2	2	34.29	2		2	0						14	1,010	TAMGU 3
East Sea	103	05	2024-02-29 10:12	36.505	129.59	Chart	30	11.1	2	34.30	2		2	0						14	1,010	TAMGU 3
East Sea	103	05	2024-02-29 10:12	36.505	129.59	Chart	50	11.0	2	34.32	2		2	0						14	1,010	TAMGU 3
East Sea	103	05	2024-02-29 10:12	36.505	129.59	Chart	75	10.0	2	34.23	2		2	0						14	1,010	TAMGU 3
East Sea	103	05	2024-02-29 10:12	36.505	129.59	Chart	100	4.4	2	34.01	2		2	0						14	1,010	TAMGU 3
East Sea	103	05	2024-02-29 10:12	36.505	129.59	Chart	125	2.9	2	34.01	2		2	0						14	1,010	TAMGU 3
East Sea	103	05	2024-02-29 10:12	36.505	129.59	Chart	150	2.5	2	34.02	2		2	0						14	1,010	TAMGU 3
East Sea	103	05	2024-04-17 11:53	36.505	129.59	Chart	0	15.3	2	34.21	2		2	0						6	1,000	TAMGU 3
East Sea	103	05	2024-04-17 11:53	36.505	129.59	Chart	10	12.9	2	34.26	2		2	0						6	1,000	TAMGU 3
East Sea	103	05	2024-04-17 11:53	36.505	129.59	Chart	20	9.1	2	34.33	2		2	0						6	1,000	TAMGU 3
East Sea	103	05	2024-04-17 11:53	36.505	129.59	Chart	30	6.7	2	34.26	2		2	0						6	1,000	TAMGU 3
East Sea	103	05	2024-04-17 11:53	36.505	129.59	Chart	50	3.0	2	34.07	2		2	0						6	1,000	TAMGU 3
East Sea	103	05	2024-04-17 11:53	36.505	129.59	Chart	75	2.1	2	34.04	2		2	0						6	1,000	TAMGU 3
East Sea	103	05	2024-04-17 11:53	36.505	129.59	Chart	100	1.6	2	34.05	2		2	0						6	1,000	TAMGU 3
East Sea	103	05	2024-04-17 11:53	36.505	129.59	Chart	125	1.4	2	34.05	2		2	0						6	1,000	TAMGU 3
East Sea	103	05	2024-04-17 11:53	36.505	129.59	Chart	150	1.2	2	34.05	2		2	0						6	1,000	TAMGU 3
East Sea	103	05	2024-06-18 12:23	36.505	129.59	Chart	0	19.2	2	33.85	2		2	0						8.7	1,004	TAMGU 3
East Sea	103	05	2024-06-18 12:23	36.505	129.59	Chart	10	17.3	2	33.92	2		2	0						8.7	1,004	TAMGU 3
East Sea	103	05	2024-06-18 12:23	36.505	129.59	Chart	20	15.5	2	34.29	2		2	0						8.7	1,004	TAMGU 3
East Sea	103	05	2024-06-18 12:23	36.505	129.59	Chart	30	14.6	2	34.41	2		2	0						8.7	1,004	TAMGU 3
East Sea	103	05	2024-06-18 12:23	36.505	129.59	Chart	50	8.7	2	34.28	2		2	0						8.7	1,004	TAMGU 3
East Sea	103	05	2024-06-18 12:23	36.505	129.59	Chart	75	3.5	2	34.08	2		2	0						8.7	1,004	TAMGU 3
East Sea	103	05	2024-06-18 12:23	36.505	129.59	Chart	100	2.6	2	34.05	2		2	0						8.7	1,004	TAMGU 3
East Sea	103	05	2024-06-18 12:23	36.505	129.59	Chart	125	1.9	2	34.05	2		2	0						8.7	1,004	TAMGU 3
East Sea	103	05	2024-06-18 12:23	36.505	129.59	Chart	150	1.7	2	34.05	2		2	0						8.7	1,004	TAMGU 3
East Sea	103	06	2024-02-29 12:19	36.505	129.7883	Chart	0	12.0	2	34.38	2		2	0						13	1,005	TAMGU 3
East Sea	103	06	2024-02-29 12:19	36.505	129.7883	Chart	10	12.0	2	34.38	2		2	0						13	1,005	TAMGU 3
East Sea	103	06	2024-02-29 12:19	36.505	129.7883	Chart	20	11.8	2	34.37	2		2	0						13	1,005	TAMGU 3
East Sea	103	06	2024-02-29 12:19	36.505	129.7883	Chart	30	11.4	2	34.34	2		2	0						13	1,005	TAMGU 3
East Sea	103	06	2024-02-29 12:19	36.505	129.7883	Chart	50	10.9	2	34.30	2		2	0						13	1,005	TAMGU 3
East Sea	103	06	2024-02-29 12:19	36.505	129.7883	Chart	75	5.2	2	33.91	2		2	0						13	1,005	TAMGU 3
East Sea	103	06	2024-02-29 12:19	36.505	129.7883	Chart	100	4.2	2	33.93	2		2	0						13	1,005	TAMGU 3
East Sea	103	06	2024-02-29 12:19	36.505	129.7883	Chart	125	3.4	2	33.99	2		2	0						13	1,005	TAMGU 3
East Sea	103	06	2024-04-17 13:53	36.505	129.7883	Chart	0	15.9	2	34.18	2		2	0						6	997	TAMGU 3
East Sea	103	06	2024-04-17 13:53	36.505	129.7883	Chart	10	15.8	2	34.40	2		2	0						6	997	TAMGU 3
East Sea	103	06	2024-04-17 13:53	36.505	129.7883	Chart	20	15.6	2	34.45	2		2	0						6	997	TAMGU 3
East Sea	103	06	2024-04-17 13:53	36.505	129.7883	Chart	30	15.2	2	34.41	2		2	0						6	997	TAMGU 3
East Sea	103	06	2024-04-17 13:53	36.505	129.7883	Chart	50	13.7	2	34.36	2		2	0						6	997	TAMGU 3
East Sea	103	06	2024-04-17 13:53	36.505	129.7883	Chart	75	9.8	2	34.34	2		2	0						6	997	TAMGU 3
East Sea	103	06	2024-04-17 13:53	36.505	129.7883	Chart	100	2.5	2	34.06	2		2	0						6	997	TAMGU 3
East Sea	103	06	2024-04-17 13:53	36.505	129.7883	Chart	125	1.8	2	34.05	2		2	0						6	997	TAMGU 3
East Sea	103	06	2024-06-18 13:29	36.505	129.7883	Chart	0	21.0	2	33.43	2		2	0						10.6	1,003	TAMGU 3
East Sea	103	06	2024-06-18 13:29	36.505	129.7883	Chart	10	19.7	2	33.61	2		2	0						10.6	1,003	TAMGU 3
East Sea	103	06	2024-06-18 13:29	36.505	129.7883	Chart	20	16.8	2	33.90	2		2	0						10.6	1,003	TAMGU 3
East Sea	103	06	2024-06-18 13:29	36.505	129.7883	Chart	30	15.7	2	34.04	2		2	0						10.6	1,003	TAMGU 3
East Sea	103	06	2024-06-18 13:29	36.505	129.7883	Chart	50	15.4	2	34.35	2		2	0						10.6	1,003	TAMGU 3
East Sea	103	06	2024-06-18 13:29	36.505	129.7883	Chart	75	13.9	2	34.39	2		2	0						10.6	1,003	TAMGU 3
East Sea	103	06	2024-06-18 13:29	36.505	129.7883	Chart	100	5.2	2	34.14	2		2	0						10.6	1,003	TAMGU 3
East Sea	103	06	2024-06-18 13:29	36.505	129.7883	Chart	125	3.4	2	34.06	2		2	0						10.6	1,003	TAMGU 3
East Sea	103	07	2024-02-29 13:19	36.505	130	Chart	0	12.2	2	34.38	2		2	0						13	104	TAMGU 3
East Sea	103	07	2024-02-29 13:19	36.505	130	Chart	10	12.2	2	34.40	2		2	0						13	104	TAMGU 3
East Sea	103	07	2024-02-29 13:19	36.505	130	Chart	20	12.0	2	34.39	2		2	0						13	104	TAMGU 3
East Sea	103	07	2024-02-29 13:19	36.505	130	Chart	30	11.8	2	34.37	2		2	0						13	104	TAMGU 3
East Sea	103	07	2024-02-29 13:19	36.505	130	Chart	50	11.4	2	34.34	2		2	0						13	104	TAMGU 3
East Sea	103	07	2024-02-29 13:19	36.505	130	Chart	75	8.6	2	34.22	2		2	0						13	104	TAMGU 3
East Sea	103	07	2024-02-29 13:19	36.505	130	Chart	100	2.9	2	34.01	2		2	0						13	104	TAMGU 3
East Sea	103	07	2024-02-29 13:19	36.505	130	Chart	125	2.5	2	34.02	2		2	0						13	104	TAMGU 3
East Sea	103	07	2024-02-29 13:19	36.505	130	Chart	150	1.8	2	34.04	2		2	0						13	104	TAMGU 3
East Sea	103	07	2024-02-29 13:19	36.505	130	Chart	200	1.4	2	34.05	2		2	0						13	104	TAMGU 3
East Sea	103	07	2024-02-29 13:19	36.505	130	Chart	250	1.3	2	34.05	2		2	0						13	104	TAMGU 3
East Sea	103	07	2024-02-29 13:19	36.505	130	Chart	300	1.2	2	34.05	2		2	0						13	104	TAMGU 3
East Sea	103	07	2024-02-29 13:19	36.505	130	Chart	400	0.9	2	34.05	2		2	0						13	104	TAMGU 3
East Sea	103	07	2024-02-29 13:19	36.505	130	Chart	500	0.7	2	34.06	2		2	0						13	104	TAMGU 3
East Sea	103	07	2024-04-17 14:56	36.505	130	Chart	0	17.4	2	34.27	2		2	0						6	997	TAMGU 3
East Sea	103	07	2024-04-17 14:56	36.505	130	Chart	10	16.3	2	34.53	2		2	0						6	997	TAMGU 3
East Sea	103	07	2024-04-17 14:56	36.505	130	Chart	20	16.1	2	34.51	2		2	0						6	997	TAMGU 3
East Sea	103	07	2024-04-17 14:56	36.505	130	Chart	30	16.1	2	34.53	2		2	0						6	997	TAMGU 3
East Sea	103	07	2024-04-17 14:56	36.505	130	Chart	50	15.8	2	34.52	2		2	0						6	997	TAMGU 3
East Sea	103	07	2024-04-17 14:56	36.505	130	Chart	75	14.1	2	34.37	2		2	0						6	997	TAMGU 3
East Sea	103	07	2024-04-17 14:56	36.505	130	Chart	100	13.7	2	34.50	2		2	0						6	997	TAMGU 3
East Sea	103	07	2024-04-17 14:56	36.505	130	Chart	125	9.9	2	34.32	2		2	0						6	997	TAMGU 3
East Sea	103	07	2024-04-17 14:56	36.505	130	Chart	150	5.7	2	34.21	2		2	0						6	997	TAMGU 3
East Sea	103	07	2024-04-17 14:56	36.505	130	Chart	200	1.8	2	34.05	2		2	0						6	997	TAMGU 3
East Sea	103	07	2024-04-17 14:56	36.505	130	Chart	250	1.3	2	34.05	2		2	0						6	997	TAMGU 3
East Sea	103	07	2024-04-17 14:56	36.505	130	Chart	300	1.0	2	34.05	2		2	0						6	997	TAMGU 3
East Sea	103	07	2024-04-17 14:56	36.505	130	Chart	400	0.8	2	34.06	2		2	0						6	997	TAMGU 3
East Sea	103	07	2024-04-17 14:56	36.505	130	Chart	500	0.7	2	34.06	2		2	0						6	997	TAMGU 3
East Sea	103	07	2024-06-18 14:42	36.505	130	Chart	0	21.9	2	33.47	2		2	0						12	1,003	TAMGU 3
East Sea	103	07	2024-06-18 14:42	36.505	130	Chart	10	20.8	2	34.03	2		2	0						12	1,003	TAMGU 3
East Sea	103	07	2024-06-18 14:42	36.505	130	Chart	20	19.1	2	34.17	2		2	0						12	1,003	TAMGU 3
East Sea	103	07	2024-06-18 14:42	36.505	130	Chart	30	18.0	2	34.31	2		2	0						12	1,003	TAMGU 3
East Sea	103	07	2024-06-18 14:42	36.505	130	Chart	50	17.0	2	34.38	2		2	0						12	1,003	TAMGU 3
East Sea	103	07	2024-06-18 14:42	36.505	130	Chart	75	15.8	2	34.44	2		2	0						12	1,003	TAMGU 3
East Sea	103	07	2024-06-18 14:42	36.505	130	Chart	100	14.0	2	34.39	2		2	0						12	1,003	TAMGU 3
East Sea	103	07	2024-06-18 14:42	36.505	130	Chart	125	8.7	2	34.30	2		2	0						12	1,003	TAMGU 3
East Sea	103	07	2024-06-18 14:42	36.505	130	Chart	150	4.2	2	34.08	2		2	0						12	1,003	TAMGU 3
East Sea	103	07	2024-06-18 14:42	36.505	130	Chart	200	2.3	2	34.05	2		2	0						12	1,003	TAMGU 3
East Sea	103	07	2024-06-18 14:42	36.505	130	Chart	250	1.5	2	34.05	2		2	0						12	1,003	TAMGU 3
East Sea	103	07	2024-06-18 14:42	36.505	130	Chart	300	1.2	2	34.05	2		2	0						12	1,003	TAMGU 3
East Sea	103	07	2024-06-18 14:42	36.505	130	Chart	400	0.9	2	34.05	2		2	0						12	1,003	TAMGU 3
East Sea	103	07	2024-06-18 14:42	36.505	130	Chart	500	0.8	2	34.06	2		2	0						12	1,003	TAMGU 3
East Sea	103	08	2024-02-29 15:36	36.505	130.3117	Chart	0	10.6	2	34.26	2		2	0						11	1,006	TAMGU 3
East Sea	103	08	2024-02-29 15:36	36.505	130.3117	Chart	10	10.6	2	34.29	2		2	0						11	1,006	TAMGU 3
East Sea	103	08	2024-02-29 15:36	36.505	130.3117	Chart	20	10.7	2	34.30	2		2	0						11	1,006	TAMGU 3
East Sea	103	08	2024-02-29 15:36	36.505	130.3117	Chart	30	10.7	2	34.30	2		2	0						11	1,006	TAMGU 3
East Sea	103	08	2024-02-29 15:36	36.505	130.3117	Chart	50	10.6	2	34.31	2		2	0						11	1,006	TAMGU 3
East Sea	103	08	2024-02-29 15:36	36.505	130.3117	Chart	75	5.9	2	34.12	2		2	0						11	1,006	TAMGU 3
East Sea	103	08	2024-02-29 15:36	36.505	130.3117	Chart	100	3.5	2	34.06	2		2	0						11	1,006	TAMGU 3
East Sea	103	08	2024-02-29 15:36	36.505	130.3117	Chart	125	2.3	2	34.04	2		2	0						11	1,006	TAMGU 3
East Sea	103	08	2024-02-29 15:36	36.505	130.3117	Chart	150	1.8	2	34.04	2		2	0						11	1,006	TAMGU 3
East Sea	103	08	2024-02-29 15:36	36.505	130.3117	Chart	200	1.3	2	34.05	2		2	0						11	1,006	TAMGU 3
East Sea	103	08	2024-02-29 15:36	36.505	130.3117	Chart	250	1.1	2	34.05	2		2	0						11	1,006	TAMGU 3
East Sea	103	08	2024-02-29 15:36	36.505	130.3117	Chart	300	0.9	2	34.05	2		2	0						11	1,006	TAMGU 3
East Sea	103	08	2024-02-29 15:36	36.505	130.3117	Chart	400	0.8	2	34.06	2		2	0						11	1,006	TAMGU 3
East Sea	103	08	2024-02-29 15:36	36.505	130.3117	Chart	500	0.6	2	34.06	2		2	0						11	1,006	TAMGU 3
East Sea	103	08	2024-04-17 17:17	36.505	130.3117	Chart	0	17.3	2	34.49	2		2	0						7	997	TAMGU 3
East Sea	103	08	2024-04-17 17:17	36.505	130.3117	Chart	10	16.5	2	34.53	2		2	0						7	997	TAMGU 3
East Sea	103	08	2024-04-17 17:17	36.505	130.3117	Chart	20	16.4	2	34.53	2		2	0						7	997	TAMGU 3
East Sea	103	08	2024-04-17 17:17	36.505	130.3117	Chart	30	16.3	2	34.53	2		2	0						7	997	TAMGU 3
East Sea	103	08	2024-04-17 17:17	36.505	130.3117	Chart	50	15.8	2	34.49	2		2	0						7	997	TAMGU 3
East Sea	103	08	2024-04-17 17:17	36.505	130.3117	Chart	75	15.0	2	34.53	2		2	0						7	997	TAMGU 3
East Sea	103	08	2024-04-17 17:17	36.505	130.3117	Chart	100	13.9	2	34.49	2		2	0						7	997	TAMGU 3
East Sea	103	08	2024-04-17 17:17	36.505	130.3117	Chart	125	12.5	2	34.43	2		2	0						7	997	TAMGU 3
East Sea	103	08	2024-04-17 17:17	36.505	130.3117	Chart	150	11.3	2	34.36	2		2	0						7	997	TAMGU 3
East Sea	103	08	2024-04-17 17:17	36.505	130.3117	Chart	200	3.4	2	34.07	2		2	0						7	997	TAMGU 3
East Sea	103	08	2024-04-17 17:17	36.505	130.3117	Chart	250	1.7	2	34.05	2		2	0						7	997	TAMGU 3
East Sea	103	08	2024-04-17 17:17	36.505	130.3117	Chart	300	1.2	2	34.05	2		2	0						7	997	TAMGU 3
East Sea	103	08	2024-04-17 17:17	36.505	130.3117	Chart	400	0.9	2	34.05	2		2	0						7	997	TAMGU 3
East Sea	103	08	2024-04-17 17:17	36.505	130.3117	Chart	500	0.7	2	34.06	2		2	0						7	997	TAMGU 3
East Sea	103	08	2024-06-18 16:21	36.505	130.3117	Chart	0	21.4	2	33.66	2		2	0						9	997	TAMGU 3
East Sea	103	08	2024-06-18 16:21	36.505	130.3117	Chart	10	21.1	2	33.72	2		2	0						9	997	TAMGU 3
East Sea	103	08	2024-06-18 16:21	36.505	130.3117	Chart	20	18.3	2	34.26	2		2	0						9	997	TAMGU 3
East Sea	103	08	2024-06-18 16:21	36.505	130.3117	Chart	30	17.8	2	34.45	2		2	0						9	997	TAMGU 3
East Sea	103	08	2024-06-18 16:21	36.505	130.3117	Chart	50	16.1	2	34.39	2		2	0						9	997	TAMGU 3
